순번,년도,공사번호,유형,유형ID,1,주공사 공사명,"연면적
(㎡)","대지면적
(㎡)","건축면적
(㎡)","조경면적
(㎡)","기준층 층고
(m)","최고높이
(m)",최대지하 층 수,최대지상 층 수,공사일 수,주차대수,내진등급,건축,기계,토목,조경,전기,통신,소방,합계,,가설공사,기초공사,철근콘크리트공사,철골공사,조적공사,방수공사,석공사,타일공사,금속공사(지붕및홈통공사 포함),미장공사,창호및유리공사,목공사및수장공사(인테리어공사 포함),도장공사,해체및 철거공사,폐기물처리비,골재비및운반비,작업부산물,품질시험비,기타공사,기계소계,전기소계,통신소계,소방소계,토목소계,조경소계,총 공사비,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,2020,2020_10037,초등학교,9,,(가칭)군산연안초등학교 신축공사,1417284,16775,4533.25,3874.16,3.7,17.3,1,4,280,60,0,"20,117,008,002","1,572,093,809","1,156,499,435","740,601,439","4,236,127,807","1,678,508,329","1,111,213,711","30,612,052,532",,"14,846,845.48","4,346,911.46","51,091,515.68","7,255,056.45","13,499,915.17","5,846,902.03","5,326,497.14","2,693,860.62","18,550,903.83","6,030,574.35","14,234,604.43","44,142,579.75","2,051,007.52","2,357,128.04", -   ,"2,357,128.04", -   , -   ,"3,918,342.72","23,020,263.50","30,795,724.85","13,101,958.48","14,142,768.27","17,601,930.21","11,234,623.28","30,612,052,532",,,,,,,,,,,,,,,,
763,2020,2020_10038,전시시설,1,,국립부산과학관 어린이과학관 및 과학교육캠프관 건립 시설공사,6154,6026,1957,65442,5.4,22,0,0,360,64,0,"8,179,767,692","1,510,393,869","715,991,128","81,476,467","2,210,684,208","954,170,366","683,826,247","14,336,309,977",,"5,691,515.06","2,408,500.08","32,055,989.11","4,085,848.34","2,265,136.98","4,071,512.03","3,885,140.00","1,533,985.17","3,096,642.96","3,799,122.14","6,279,303.77","11,010,286.06","3,612,750.11", -   , -   ,"974,869.08", -   , -   ,"1,146,904.80","12,028,164.07","16,587,110.64","8,243,378.24","8,845,503.26","10,565,860.45","1,161,241.11","14,336,309,977",,,,,,,,,,,,,,,,
764,2020,2020_10039,노유자시설,5,,4생활권 광역복지지원센터 건축공사,13421,15019,6669,3693,4.2,16,0,3,700,93,0,"18,665,715,134","4,317,825,981","1,076,707,590","1,024,512,193","4,386,014,378","1,722,789,080","1,710,879,445","32,904,443,801",,"22,572,448.45","9,114,530.93","43,335,152.49","2,961,399.94","12,635,306.42","11,319,128.67","5,067,284.35","1,151,655.53","15,432,184.14","6,745,410.98","12,668,210.86","40,735,701.43","2,665,259.95", -   , -   ,"1,052,942.20","-131,617.78", -   ,"3,257,539.94","42,446,732.50","35,832,939.30","13,227,586.41","20,696,895.15","13,457,917.51","12,832,733.08","32,904,443,801",,,,,,,,,,,,,,,,
765,2020,2020_10040,중고등학교,9,,김해서중학교 교사 신축공사,11337.78,12499,3795.39,1899.82,3.7,16.95,0,4,390,46,0,"17,351,074,889","2,231,162,183","1,191,241,394","352,042,030","2,387,537,001","1,117,463,390","781,489,978","25,412,010,865",,"19,211,480.21","8,335,139.56","55,703,127.82","3,506,857.50","9,122,911.90","9,249,971.95","4,980,754.13","2,007,548.86","15,602,974.67","5,971,822.55","11,969,057.12","23,607,758.09","2,566,613.10", -   , -   ,"2,388,729.02", -   , -   ,"7,217,011.09","14,561,082.23","21,168,205.05","9,046,675.87","10,342,688.42","12,934,713.53","4,650,397.99","25,412,010,865",,,,,,,,,,,,,,,,
766,2020,2020_10041,노유자시설,5,,대성그린빌 이전신축공사,3696.24,6455,1130.78,2296.28,0,13.55,0,0,365,24,0,"4,691,264,473","839,197,312","498,543,177","134,050,845","1,396,220,962","323,181,337","512,714,023","8,395,172,129",,"6,875,645.97","1,796,566.84","16,076,754.63", -   ,"1,578,292.36","2,703,245.43","159,508.27","1,511,130.98","2,082,002.69","1,427,179.26","3,534,367.47","9,016,414.87","1,066,186.86", -   , -   ,"470,129.64","-25,185.52", -   ,"486,919.98","7,631,211.47","9,763,585.19","3,416,835.06","6,590,210.12","5,868,225.32","1,905,704.07","8,395,172,129",,,,,,,,,,,,,,,,
767,2020,2020_10042,중학교,9,,가칭 탕정2중학교 교사 신축공사,12211.04,14000,3398.37,2304.55,3.6,3.9,1,4,380,73,0,"10,495,129,552","1,351,548,816","685,991,224","445,696,524","2,829,430,122","1,030,336,102","934,991,625","17,773,123,965",,"8,815,469.49","7,535,804.56","32,542,589.98","2,150,548.00","8,317,822.02","4,443,280.99","4,674,331.60","2,239,413.62","4,176,684.13","3,998,952.89","8,922,108.23","21,043,378.77","1,421,849.92", -   , -   ,"1,599,581.16","-88,865.62", -   ,"1,492,942.41","15,427,071.60","18,448,502.68","7,446,938.94","9,757,445.06","8,015,678.91","5,331,937.19","17,773,123,965",,,,,,,,,,,,,,,,
768,2020,2020_10043,체육시설,8,,신도시 복합커뮤니티센터 건립 건축공사,10816.54,5519.1,2767.79,1089.66,4.2,25.58,1,4,600,100,0,"16,040,822,508","3,635,775,002","1,664,695,437","723,424,415","4,244,452,696","2,697,714,024","1,637,817,760","30,644,701,842",,"18,601,334.02","7,293,439.04","44,526,751.78","7,783,754.27","4,167,679.45","12,625,617.16","7,998,267.18","2,911,246.67","16,364,270.78","4,964,441.70","16,272,336.68","17,375,545.94","2,880,601.97", -   , -   ,"1,470,945.69","-91,934.11", -   ,"6,803,123.81","26,078,641.27","36,007,524.66","17,712,637.66","22,401,277.05","22,615,789.96","9,653,081.08","30,644,701,842",,,,,,,,,,,,,,,,
769,2020,2020_10044,일반청사,3,,울산출입국사무소 신축공사,6790,11244.8,1778.41,4585.88,4,21.2,1,4,760,74,0,"7,777,956,106","3,250,310,788","1,063,727,345","403,459,292","2,166,437,918","928,587,183","570,173,648","16,160,652,280",,"7,902,558.96","1,018,121.09","30,091,134.55","856,514.57","5,995,602.00","2,941,238.71","4,088,645.03","2,682,668.28","5,365,336.56","3,038,202.63","7,934,880.27","5,672,388.95","2,424,097.84", -   , -   ,"711,068.70","-113,124.57", -   , -   ,"28,248,820.19","15,740,475.32","9,357,017.67","7,207,650.92","14,738,514.88","5,720,870.91","16,160,652,280",,,,,,,,,,,,,,,,
770,2020,2020_10045,일반청사,3,,전라북도교육청 별관 증축공사,2985.6,26155.9,1173.1,612.1,4.2,18.75,0,4,360,19,0,"5,640,139,765","1,563,999,946","93,132,403","72,826,649","992,724,852","476,271,617","503,149,684","9,342,244,916",,"5,381,133.07","1,093,042.66","12,742,822.07", -   ,"1,896,475.72","1,223,834.08","2,709,251.03","700,668.37","10,883,715.33","1,494,759.19","5,474,555.52","17,105,650.44","1,672,261.84","84,080.20", -   ,"803,433.06", -   , -   ,"523,165.72","10,341,865.12","6,343,384.30","3,970,454.09","6,604,967.16","1,429,363.47","934,224.49","9,342,244,916",,,,,,,,,,,,,,,,
771,2020,2020_10046,초등학교,9,,가칭 창정4초등학교 탕정유치원 교사 신축공사,21456.83,18400,5791.06,2996.09,3.7,24.4,1,5,420,128,0,"23,249,191,822","5,318,148,601","1,262,788,768","842,150,555","4,887,654,981","1,741,218,962","1,946,623,013","39,247,776,702",,"16,523,313.99","10,753,890.82","67,152,945.94","2,394,114.38","17,386,765.08","11,538,846.35","15,188,889.58","3,610,795.46","14,874,907.37","9,576,457.52","22,802,958.26","44,624,722.11","6,750,617.59", -   , -   ,"3,375,308.80","-156,991.11", -   ,"3,139,822.14","36,264,945.67","40,582,201.11","16,013,092.89","25,550,302.63","13,972,208.51","10,479,156.38","39,247,776,702",,,,,,,,,,,,,,,,
772,2020,2020_10047,중학교,9,,내포꿈두레학교 교사 신축공사,12915.37,22948,4501.36,4476.33,4,17.7,1,4,540,101,0,"16,982,132,033","4,334,915,289","1,586,114,054","667,640,717","3,376,074,570","1,429,011,100","1,801,699,108","30,177,586,871",,"15,360,391.72","14,062,755.48","49,068,756.25","1,508,879.34","14,968,083.09","5,884,629.44","2,897,048.34","3,017,758.69","8,238,481.22","6,669,246.70","18,136,729.71","27,008,940.25","2,384,029.36", -   , -   ,"2,715,982.82","-90,532.76", -   ,"5,190,544.94","35,881,150.79","30,268,119.63","11,618,370.95","22,603,012.57","15,843,233.11","8,540,257.08","30,177,586,871",,,,,,,,,,,,,,,,
773,2020,2020_10048,의료시설,4,,치료감호소 중증환자 집중치료병동 신축공사,14054.8,110817,4099.98,14312.55,3.8,22.36,1,4,990,57,0,"19,973,356,184","6,639,093,338","2,785,632,433","324,781,451","5,532,158,842","5,767,566,879","1,952,771,778","42,975,360,905",,"22,776,941.28","9,110,776.51","67,987,020.95","2,621,497.02","27,933,984.59","8,079,367.85","300,827.53","5,071,092.59","16,889,316.84","6,145,476.61","26,343,896.23","29,266,220.78","4,211,585.37","4,039,683.93", -   ,"2,277,694.13","-171,901.44", -   ,"644,630.41","48,991,911.43","38,892,701.62","45,854,710.09","26,129,019.43","31,372,013.46","5,028,117.23","42,975,360,905",,,,,,,,,,,,,,,,
774,2020,2020_10049,고등학교,9,,가칭)검단1고등학교 신축공사,20542.99,15000,4523.1,2309.94,3.8,19.5,1,5,450,89,0,"23,723,370,288","1,610,133,879","1,709,337,016","628,328,709","4,815,745,788","1,412,819,298","1,289,257,357","35,188,992,335",,"22,028,309.20","2,533,607.45","63,797,643.10","4,680,135.98","16,503,637.41","12,421,714.29","16,327,692.44","6,334,018.62","26,215,799.29","8,199,035.21","10,838,209.64","29,277,241.62","4,046,734.12", -   , -   ,"3,694,844.20", -   , -   ,"2,216,906.52","22,802,467.03","37,054,008.93","12,843,982.20","16,785,149.34","23,752,569.83","9,501,027.93","35,188,992,335",,,,,,,,,,,,,,,,
775,2020,2020_10050,대학교,9,,첨단과학관 재건축 건축공사,10527.97,419341,1385.1,1,4.2,47.9,1,10,720,33,0,"14,091,601,188","3,178,416,301","501,287,410","142,797,751","3,213,143,788","1,373,338,301","1,333,154,062","23,833,738,801",,"17,136,458.20","333,672.34","43,425,072.10","214,503.65","5,553,261.14","2,407,207.62","1,406,190.59","1,501,525.54","22,117,709.61","4,909,750.19","9,771,832.91","17,327,128.11","3,408,224.65","3,455,892.13", -   ,"1,477,691.81", -   ,"738,845.90","12,679,549.04","26,360,115.11","27,575,635.79","12,179,040.53","16,850,453.33","6,196,772.09","1,239,354.42","23,833,738,801",,,,,,,,,,,,,,,,
776,2020,2020_10051,일반청사,3,,제주광어가공유통센터 건립사업 신축공사,5634.72,7404,2177.98,1470.75,4.5,0,1,4,365,84,0,"9,482,825,693","489,073,357","933,709,735", - ,"2,483,464,109","485,448,956","595,908,570","14,470,430,420",,"12,227,513.70","3,733,371.05","23,557,860.72","28,940.86","2,286,328.01","6,685,338.85","3,082,201.68","1,577,276.92","7,350,978.65","3,125,612.97","3,501,844.16","12,922,094.37","1,881,155.95", -   , -   ,"1,360,220.46","-57,881.72", -   ,"9,362,368.48","6,786,631.87","20,041,546.13","5,643,467.86","7,394,389.94","12,198,572.84", -   ,"14,470,430,420",,,,,,,,,,,,,,,,
777,2020,2020_10052,유치원,9,,(가칭)동남2유치원 신축공사,5376.86,3584,1782.02,553.92,3.9,18.8,1,4,365,19,0,"6,821,447,803","1,705,782,039","614,553,321","158,888,326","1,215,773,463","506,524,752","724,530,228","11,747,499,932",,"6,649,084.96","3,207,067.48","17,668,239.90","481,647.50","5,227,637.47","2,983,864.98","328,930.00","1,386,204.99","8,340,724.95","3,571,239.98","4,323,079.97","10,995,659.94","881,062.49", -   , -   ,"563,880.00","-35,242.50", -   ,"4,569,777.47","11,594,782.43","11,395,074.93","5,544,819.97","9,116,059.95","6,308,407.46","2,396,489.99","11,747,499,932",,,,,,,,,,,,,,,,
778,2020,2020_10053,연구시설,2,,"인천대학교 글로벌아시아, 창업, IT 도서관 건립공사",7132.98,456805.9,2391.45,263124.6,5.1,29.5,1,4,460,40,0,"6,788,934,077","1,332,091,174","144,298,790","204,395,129","1,707,862,986","1,236,890,001","803,106,728","12,217,578,885",,"7,342,764.91","3,726,361.56","8,760,004.06","3,787,449.45","2,272,469.67","3,274,311.14","1,783,766.52","1,246,193.05","13,366,031.30","2,260,252.09","8,527,870.06","10,885,862.79","1,026,276.63","1,356,151.26", -   ,"525,355.89","-61,087.89", -   ,"2,443,515.78","13,842,516.88","13,304,943.41","10,702,599.10","8,039,166.91","1,527,197.36","2,248,034.51","12,217,578,885",,,,,,,,,,,,,,,,
779,2020,2020_10054,유치원,9,,가칭)검단1유치원 신축공사,6717.89,5340,6717.89,981.1,3.6,13.35,1,3,420,30,0,"7,531,910,277","2,003,404,264","702,542,657","318,385,225","1,429,786,710","468,465,120","649,961,680","13,104,455,933",,"5,084,528.90","1,284,236.68","20,508,473.54","2,070,504.04","9,068,283.51","4,403,097.19","589,700.52","2,240,861.96","6,617,750.25","3,551,307.56","5,765,960.61","15,476,362.46","1,572,534.71", -   , -   ,"1,493,907.98", -   , -   ,"694,536.16","12,291,979.67","15,751,556.03","3,892,023.41","8,033,031.49","7,443,330.97","3,197,487.25","13,104,455,933",,,,,,,,,,,,,,,,
780,2020,2020_10055,연구시설,2,,(가칭)부산수학문화관 건립공사,9884.37,3636,2165.33,553.64,5.2,31,2,5,540,93,0,"19,045,847,027","2,807,566,758","2,749,043,411", - ,"1,430,360,614","523,709,758","1,323,972,683","27,880,500,251",,"27,462,292.75","752,773.51","49,069,680.44","16,114,929.15","808,534.51","6,524,037.06","7,667,137.57","780,654.01","42,685,045.88","5,687,622.05","8,893,879.58","13,522,042.62","4,460,880.04","27,880.50", -   ,"864,295.51", -   ,"1,533,427.51","9,451,489.59","14,135,413.63","16,254,331.65","5,576,100.05","14,971,828.63","31,560,726.28", -   ,"27,880,500,251",,,,,,,,,,,,,,,,
781,2020,2020_10056,중학교,9,,(가칭)서명중학교 교사신축공사,11814.72,14600,4415.48,2238.47,3.6,17.3,0,4,480,65,0,"17,918,528,611","2,955,778,857","1,578,317,172", - ,"2,038,139,298","718,168,070","689,627,209","25,898,559,217",,"15,849,918.24","21,780,688.30","48,352,610.06","1,838,797.70","6,604,132.60","6,992,610.99","6,681,828.28","2,512,160.24","16,885,860.61","7,950,857.68","14,425,497.48","24,111,558.63","3,366,812.70", -   , -   ,"2,123,681.86", -   ,"1,346,725.08","3,315,015.58","17,326,136.12","25,043,906.76","8,624,220.22","8,546,524.54","15,331,947.06", -   ,"25,898,559,217",,,,,,,,,,,,,,,,
782,2020,2020_10057,체육시설,8,,복합스포츠센터 신축 건축공사,5312.76,7845,3111.08,1983.73,4.2,19.05,0,3,1080,839,0,"9,850,715,523","1,080,802,679","340,385,066","102,532,646","2,115,085,981","496,855,801","595,153,937","14,581,531,633",,"8,209,402.31","131,233.78","18,955,991.12","26,144,686.22","2,887,143.26","3,266,263.09","7,684,467.17","2,435,115.78","7,349,091.94","2,843,398.67","8,909,315.83","13,794,128.92","2,595,512.63", -   , -   ,"1,210,267.13","-174,978.38", -   ,"2,799,654.07","5,176,443.73","13,998,270.37","4,957,720.76","7,524,070.32","3,659,964.44","1,458,153.16","14,581,531,633",,,,,,,,,,,,,,,,
783,2020,2020_10058,중학교,9,,가칭)검단2중학교 신축공사,16260.86,14000,3624.83,2665.37,3.8,23.55,1,5,420,74,0,"16,066,487,552","4,431,951,202","1,406,719,293","360,200,885","3,929,838,754","1,225,404,593","1,105,378,545","28,525,980,824",,"16,316,861.03","6,532,449.61","54,570,201.32","2,139,448.56","11,667,126.16","6,931,813.34","13,179,003.14","2,082,396.60","23,077,518.49","5,904,878.03","8,529,268.27","19,597,348.83","5,448,462.34", -   , -   ,"3,565,747.60", -   , -   ,"3,223,435.83","23,733,616.05","33,090,137.76","11,524,496.25","15,004,665.91","14,747,932.09","4,393,001.05","28,525,980,824",,,,,,,,,,,,,,,,
784,2020,2020_10059,중학교,9,,가칭)검단1중학교 신축공사,17376.27,14000,4160.82,2901.78,3.7,20.25,1,5,420,74,0,"16,690,385,233","3,873,548,298","1,062,053,008","518,906,959","4,410,461,937","1,165,772,770","1,156,583,628","28,877,711,833",,"17,961,936.76","173,266.27","57,120,114.01","3,667,469.40","13,543,646.85","7,248,305.67","9,558,522.62","3,032,159.74","16,951,216.85","7,075,039.40","9,731,788.89","27,289,437.68","5,660,031.52","57,755.42", -   ,"2,425,727.79","-288,777.12", -   ,"3,292,059.15","26,509,739.46","34,075,699.96","10,367,098.55","15,247,431.85","11,291,185.33","6,757,384.57","28,877,711,833",,,,,,,,,,,,,,,,
785,2020,2020_10060,유치원,9,,(가칭)명지허브유치원 교사신축공사,11793.46,12500,4786,1964.72,3.6,16.58,1,3,450,61,0,"20,673,259,291","4,807,853,367","925,263,548","301,836,412","2,249,722,376","532,448,788","1,207,430,928","30,697,814,710",,"13,353,549.40","27,720,126.68","45,923,930.81","10,867,026.41","4,481,880.95","7,490,266.79","552,560.66","7,336,777.72","29,224,319.60","5,341,419.76","20,383,348.97","28,917,341.46","2,824,198.95", -   , -   ,"2,486,522.99", -   ,"1,565,588.55","1,964,660.14","36,069,932.28","27,044,774.76","6,139,562.94","14,458,670.73","8,687,481.56","4,144,204.99","30,697,814,710",,,,,,,,,,,,,,,,
786,2020,2020_10061,우체국,6,,양주옥정우체국 건립공사,6732.11,2556.4,1653.43,389.93,4.2,22.6,1,4,794,53,0,"8,617,781,620","1,918,098,981","1,296,193,578","185,418,447","2,753,216,361","751,506,272","324,545,105","15,846,760,364",,"11,980,150.84", -   ,"27,890,298.24","586,330.13","2,044,232.09","4,690,641.07","633,870.41","760,644.50","9,999,305.79","5,562,212.89","7,479,670.89","12,788,335.61","1,378,668.15", -   , -   ,"443,709.29","-79,233.80","2,234,393.21","2,567,175.18","21,472,360.29","17,542,363.72","4,817,415.15","3,771,528.97","16,781,719.23","2,551,328.42","15,846,760,364",,,,,,,,,,,,,,,,
787,2020,2020_10062,전시시설,1,,어린이박물관 및 통합시설 건립,16955.49,29635,4572.82,7843.86,4.2,6,1,4,730,186,0,"26,341,489,762","10,380,341,501","3,012,466,200","2,363,235,973","5,057,674,028","1,482,301,567","3,199,907,647","51,837,416,678",,"29,132,628.17","16,017,761.75","79,103,897.85","10,056,458.84","3,939,643.67","9,797,271.75","5,339,253.92","1,866,147.00","43,958,129.34","1,969,821.83","33,538,808.59","33,279,621.51","5,546,603.58", -   , -   ,"3,887,806.25","-311,024.50","3,369,432.08","3,628,619.17","85,324,387.85","32,864,922.17","10,471,158.17","41,418,095.93","37,063,752.92","27,162,806.34","51,837,416,678",,,,,,,,,,,,,,,,
788,2020,2020_10063,연구시설,2,,에코팜랜드 조성사업(승용마단지 등 1단계),39239.5,1043953,36941.95,381635.4,4.2,10.1,0,2,630,94,0,"42,558,646,356","5,659,469,621","12,465,583,794","9,060,241,325","8,166,811,855","2,801,589,755","589,690,591","81,302,033,297",,"38,537,163.78","7,967,599.26","62,114,753.44","69,919,748.64","19,349,883.92","11,870,096.86","2,357,758.97","3,658,591.50","61,301,733.11","15,772,594.46","39,512,788.18","24,309,307.96","2,926,873.20", -   , -   ,"8,130,203.33","-569,114.23","5,691,142.33","60,813,920.91","62,033,451.41","72,846,621.83","21,138,528.66","6,829,370.80","127,725,494.31","88,700,518.33","81,302,033,297",,,,,,,,,,,,,,,,
789,2020,2020_10064,연구시설,2,,밀양아리솔학교 교사 신축공사,8842.73,16517,3643.81,4408.7,3.9,16.15,0,3,420,81,0,"13,166,577,161","2,104,057,698","2,033,251,205","568,545,923","2,061,708,795","1,018,101,407","944,054,070","21,896,296,259",,"9,962,814.80","6,897,333.32","39,588,503.64","3,853,748.14","7,006,814.80","5,846,311.10",#VALUE!,"8,824,207.39","14,561,037.01","4,773,392.58","11,495,555.54","11,955,377.76","3,087,377.77", -   , -   ,"1,620,325.92", -   , -   ,"16,531,703.68","13,575,703.68","17,144,799.97","8,342,488.87","12,480,888.87","14,714,311.09","6,700,266.66","21,896,296,259",,,,,,,,,,,,,,,,
790,2020,2020_10065,의료시설,4,,의생명 융합관 신축공사,6891.62,1320256,1809.4,965.56,4,24.33,1,5,540,28,0,"8,930,719,375","1,216,395,287","502,372,845","161,987,336","1,999,310,601","1,236,915,227","626,235,079","14,673,935,750",,"11,827,192.21","3,404,353.09","35,305,489.41","3,360,331.29","4,460,876.47","3,741,853.62","1,731,524.42","1,584,785.06","5,267,942.93","3,375,005.22","5,532,073.78","13,925,565.03","2,245,112.17", -   , -   ,"1,320,654.22","-117,391.49","572,283.49","1,071,197.31","6,148,379.08","16,346,764.43","8,437,513.06","8,554,904.54","6,500,553.54","2,142,394.62","14,673,935,750",,,,,,,,,,,,,,,,
791,2020,2020_10066,수련시설,10,,(가칭)전북교육수련원 신축공사,5792.7,15127.5,1556.04,6012.79,3.4,23.8,1,6,360,49,0,"9,740,644,970","3,339,753,201","391,305,579","1,484,050,422","1,924,821,158","1,011,147,491","825,140,179","18,716,863,000",,"8,684,624.43","3,238,017.30","30,171,583.16", -   ,"2,058,854.93","3,013,414.94","3,687,222.01","5,147,137.33","9,882,503.66","3,088,282.40","9,601,750.72","21,898,729.71","1,347,614.14", -   , -   ,"1,459,915.31", -   ,"935,843.15","2,302,174.15","20,757,001.07","16,863,893.56","7,224,709.12","10,724,762.50","5,371,739.68","19,690,139.88","18,716,863,000",,,,,,,,,,,,,,,,
792,2020,2020_10067,연구시설,2,,산학협력관 신축 건축공사,7123.34,5514.55,2130.3,1136.1,3.9,18.38,1,4,840,36,0,"10,505,363,929","1,677,897,543","940,898,823","374,829,615","2,457,391,362","921,187,433","681,785,333","17,559,354,038",,"10,799,002.73","755,052.22","29,341,680.60","597,018.04","2,581,225.04","5,021,975.25","667,255.45","2,001,766.36","22,546,210.58","2,230,037.96","11,378,461.42","17,418,879.21","2,177,359.90", -   , -   ,"1,176,476.72","-70,237.42","228,271.60","667,255.45","16,295,080.55","17,699,828.87","9,043,067.33","8,375,811.88","10,184,425.34","4,495,194.63","17,559,354,038",,,,,,,,,,,,,,,,
793,2020,2020_10068,연구시설,2,,종합진료지원동 건립공사,18724.32,5723.87,2189.17,1897.4,3.3,23.85,4,6,730,93,0,"14,839,116,105","6,853,401,302","3,722,750,838","430,519,362","5,119,492,262","2,220,184,717","1,749,790,828","34,935,255,414",,"18,061,527.05", -   ,"48,525,069.77", -   ,"2,515,338.39","7,091,856.85","1,816,633.28","2,270,791.60","3,179,108.24","4,436,777.44","13,135,656.04","36,227,859.86","8,070,044.00","3,214,043.50", -   ,"1,537,151.24","-104,805.77","349,352.55","6,672,633.78","72,770,137.03","35,703,831.03","20,646,735.95","17,747,109.75","40,734,507.81","4,786,129.99","34,935,255,414",,,,,,,,,,,,,,,,
794,2020,2020_10069,체육시설,8,,KSPO 스포츠가치센터 건립 건축공사,11817.98,46885,6463.93,17780.23,4.5,18.65,1,3,720,100,0,"16,048,073,583","4,752,011,715","4,799,851,122","717,446,974","3,831,384,869","1,382,476,148","1,639,652,514","33,170,896,925",,"16,983,499.23","4,179,533.01","25,243,052.56","39,771,905.41","2,720,013.55","6,037,103.24","1,360,006.77","2,388,304.58","20,864,494.17","1,824,399.33","10,448,832.53","24,745,489.11","4,643,925.57", -   , -   ,"2,156,108.30", -   ,"1,127,810.50","2,089,766.51","43,851,925.73","30,417,712.48","11,676,155.72","20,698,639.68","50,618,788.71","7,927,844.37","33,170,896,925",,,,,,,,,,,,,,,,
795,2020,2020_10070,연구시설,2,,기초과학연구원 POSTECH 캠퍼스 건축공사,20023.6,17000,6720.19,3932.9,5.1,22.2,1,4,540,103,0,"23,619,591,981","13,239,921,696","1,634,961,692","981,018,740","9,724,206,105","3,187,314,640","3,012,249,674","55,399,264,528",,"38,668,686.64","6,370,915.42","71,852,846.09","6,149,318.36","6,537,113.21","13,739,017.60","5,595,325.72","941,787.50","12,520,233.78","3,711,750.72","20,165,332.29","55,066,868.94","9,694,871.29", -   , -   ,"1,772,776.46","-166,197.79","1,938,974.26","1,606,578.67","114,011,686.40","79,165,549.01","26,647,046.24","42,989,829.27","22,381,302.87","12,575,633.05","55,399,264,528",,,,,,,,,,,,,,,,
796,2020,2020_10071,경찰서,6,,의성경찰서 신축공사,6234,13187,1836.11,3513.27,3.9,18.65,1,4,540,137,0,"7,044,018,968","2,258,550,462","824,159,912","316,701,003","1,659,166,373","1,308,155,082","536,696,989","13,947,448,789",,"4,839,764.73","432,370.91","22,162,496.13","962,373.97","1,659,746.41","3,082,386.18","6,220,562.16","976,321.42","6,415,826.44","3,249,755.57","9,205,316.20","14,324,029.91","3,138,175.98", -   ,"13,947.45","1,018,163.76", -   , -   ,"6,834,249.91","9,414,527.93","15,844,301.82","10,321,112.10","7,015,566.74","8,382,416.72","3,961,075.46","13,947,448,789",,,,,,,,,,,,,,,,
797,2020,2020_10072,운수시설,1,,양양종합여객터미널 신축 공사,1812.89,8394,1443.9,315,5.4,11.55,1,2,365,38,0,"4,335,612,755","380,390,040","1,801,502,021","79,354,195","801,312,864","369,721,141","299,093,373","8,066,986,389",,"4,186,765.94","6,138,976.64","12,003,675.75","435,617.27","2,097,416.46","4,307,770.73","2,879,914.14", -   ,"7,365,158.57", -   ,"3,630,143.88","1,597,263.31", -   , -   , -   , -   , -   ,"217,808.63","822,832.61","2,436,229.89","6,147,043.63","4,251,301.83","4,283,569.77","16,577,657.03","1,290,717.82","8,066,986,389",,,,,,,,,,,,,,,,
798,2020,2020_10073,연구시설,2,,기초과학연구원 KAIST 캠퍼스 건축공사,25529.06,17000,5401.46,2146.9,5.1,33.8,1,6,549,144,0,"27,820,016,030","18,147,590,570","1,655,484,654","1,075,687,180","10,614,652,008","5,577,804,881","3,753,054,663","68,644,289,986",,"47,158,627.22","2,539,838.73","69,811,242.92","9,198,334.86","5,560,187.49","11,051,730.69","7,207,650.45","2,814,415.89","19,014,468.33","5,697,476.07","33,978,923.54","60,681,552.35","8,511,891.96", -   , -   ,"1,853,395.83","-205,932.87","1,784,751.54","2,951,704.47","166,874,268.96","94,179,965.86","46,815,405.77","51,277,284.62","23,476,347.18","14,209,368.03","68,644,289,986",,,,,,,,,,,,,,,,
799,2020,2020_10074,연구시설,2,,경남진주혁신도시 복합혁신센터 건립공사,9005.82,5329,2727.43,82127,5.4,18.7,1,4,510,66,0,"12,824,007,705","1,740,950,480","1,603,042,005","160,740,815","2,836,854,610","781,990,509","1,483,201,103","21,430,787,227",,"13,972,873.27","7,007,867.42","38,661,140.16", -   ,"2,807,433.13","8,100,837.57","5,679,158.62","1,200,124.08","10,308,208.66","5,679,158.62","7,350,760.02","13,479,965.17","3,578,941.47", -   , -   ,"2,421,678.96", -   ,"642,923.62","471,477.32","24,302,512.72","17,530,383.95","6,193,497.51","19,116,262.21","23,359,558.08","2,443,109.74","21,430,787,227",,,,,,,,,,,,,,,,
800,2020,2020_10075,일반청사,3,,대전지방법원 광역등기소 신축공사,4587,5805,1293,1,4.2,4.8,1,3,630,69,0,"5,582,209,922","2,454,145,315","1,226,284,249","400,451,332","1,617,320,748","499,791,551","748,873,990","12,529,077,107",,"6,890,992.41",#VALUE!,"15,373,177.61", -   ,"3,194,914.66","3,395,379.90","5,888,666.24","839,448.17","2,856,629.58","2,681,222.50","5,863,608.09","8,908,173.82","2,004,652.34", -   , -   ,"751,744.63","-37,587.23","263,110.62","1,490,960.18","19,207,075.21","11,125,820.47","4,322,531.60","9,321,633.37","15,573,642.84","5,374,974.08","12,529,077,107",,,,,,,,,,,,,,,,
