순번,년도,공사번호,유형,유형ID,1,주공사 공사명,"연면적
(㎡)","대지면적
(㎡)","건축면적
(㎡)","조경면적
(㎡)","기준층 층고
(m)","최고높이
(m)",최대지하 층 수,최대지상 층 수,공사일 수,주차대수,내진등급,건축,기계,토목,조경,전기,통신,소방,합계,,가설공사,기초공사,철근콘크리트공사,철골공사,조적공사,방수공사,석공사,타일공사,금속공사(지붕및홈통공사 포함),미장공사,창호및유리공사,목공사및수장공사(인테리어공사 포함),도장공사,해체및 철거공사,폐기물처리비,골재비및운반비,작업부산물,품질시험비,기타공사,기계소계,전기소계,통신소계,소방소계,토목소계,조경소계,총 공사비,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,2020,2020_10076,초등학교,9,,신진주초등학교 교사 신축공사,14035.61,12491,4693.83,1965.15,3.6,20.6,0,5,502,70,0,"22,065,364,754","2,875,221,838","816,325,588","413,473,262","3,140,319,653","1,336,172,354","1,268,880,767","31,915,758,216",,"15,415,311.22","11,393,925.68","67,118,839.53","3,797,975.23","9,478,980.19","10,213,042.63","5,266,100.11","3,191,575.82","21,958,041.65","7,212,961.36","15,862,131.83","46,756,585.79","3,734,143.71", -   , -   ,"2,968,165.51","-223,410.31", -   ,"4,404,374.63","18,479,224.01","26,011,342.95","11,010,936.58","16,851,520.34","11,968,409.33","6,287,404.37","31,915,758,216",,,,,,,,,,,,,,,,
802,2020,2020_10077,연구시설,2,,김천복합혁신센터 건립사업 건축공사,10163.57,8287,3762.21,1664.91,4.5,16,1,2,540,120,0,"15,667,583,921","2,924,536,810","2,974,194,351","551,685,585","2,690,937,934","1,287,753,377","881,674,398","26,978,366,376",,"12,841,702.39","17,859,678.54","44,865,023.28","2,266,182.78","2,535,966.44","7,122,288.72","3,776,971.29","809,350.99","20,854,277.21","3,830,928.03","11,438,827.34","16,699,608.79","5,152,867.98", -   , -   ,"1,052,156.29","-80,935.10","3,129,490.50","20,125,861.32","17,751,765.08","19,154,640.13","5,449,630.01","10,764,368.18","36,528,708.07","5,854,305.50","26,978,366,376",,,,,,,,,,,,,,,,
803,2020,2020_10078,일반청사,3,,통진읍 행정복합청사 신축공사,15193.67,8424.4,2709.18,1463.65,4.2,21.8,2,4,660,213,0,"18,620,504,305","5,814,319,752","3,930,304,647","643,816,075","4,016,176,813","1,732,183,160","1,522,043,976","36,279,348,728",,"17,341,528.69","12,262,419.87","52,205,982.82","435,352.18","3,881,890.31","18,067,115.67","8,199,132.81","3,519,096.83","32,651,413.86","8,380,529.56","11,101,480.71","30,293,256.19","4,063,287.06", -   , -   ,"1,777,688.09",#VALUE!,"1,886,526.13","979,542.42","37,911,919.42","29,785,345.31","10,230,776.34","19,228,054.83","51,045,043.66","7,437,266.49","36,279,348,728",,,,,,,,,,,,,,,,
804,2020,2020_10079,초등학교,9,,(가칭)친수2유치원-초등 연계학교 신축공사,11009.01,11280,3809.59,1774.88,3.6,19.35,1,4,540,65,0,"12,248,624,296","3,597,024,107","839,073,198", - ,"3,071,823,162","1,497,839,453","1,099,259,216","22,353,643,432",,"11,892,138.31","12,361,564.82","47,255,602.22","1,430,633.18","11,176,821.72","2,615,376.28","3,867,180.31","2,525,961.71","10,193,261.40","5,275,459.85","11,623,894.58","12,853,344.97","3,241,278.30", -   ,"22,353.64","1,676,523.26","-67,060.93","1,497,694.11","3,129,510.08","24,723,129.64","21,928,924.21","11,355,650.86","12,562,747.61","10,372,090.55", -   ,"22,353,643,432",,,,,,,,,,,,,,,,
805,2020,2020_10080,전시시설,1,,군포시 그림책박물관공원 조성공사,3802.8,38371.7,459.34,0,5.1,12.4,2,1,510,30,0,"6,640,522,475","1,397,363,373","2,010,363,785","1,164,145,079","811,467,622","648,004,499","611,135,159","13,283,001,992",,"4,742,031.71","159,396.02","12,990,775.95","5,817,954.87","1,886,186.28","6,774,331.02","2,616,751.39","385,207.06","5,180,370.78","717,282.11","5,087,389.76","21,877,104.28","1,700,224.25","1,992,450.30","106,264.02","703,999.11","-79,698.01","66,415.01","531,320.08","3,519,995.53","6,442,255.97","3,798,938.57","7,451,764.12","24,507,138.68","13,854,171.08","13,283,001,992",,,,,,,,,,,,,,,,
806,2020,2020_10081,전시시설,1,,강서문예회관 건립공사,4240.09,1246.2,616.59,267.01,5.5,30.05,2,5,861,32,0,"10,979,192,428","1,545,115,295","1,642,634,478","144,493,120","2,288,056,542","1,379,691,486","805,398,938","18,784,582,287",,"9,636,490.71", -   ,"26,749,245.18","12,360,255.14","2,742,549.01","2,404,426.53","12,040,917.25","2,047,519.47","5,804,435.93","1,127,074.94","5,710,513.02","12,266,332.23","2,216,580.71","657,460.38", -   ,"845,306.20","-356,907.06","2,441,995.70","8,152,508.71","24,607,802.80","12,623,239.30","5,165,760.13","11,270,749.37","25,002,279.02","2,310,503.62","18,784,582,287",,,,,,,,,,,,,,,,
807,2020,2020_10082,경찰서,6,,부천소사경찰서 신축공사,10228.64,12200,2414.7,2526.69,4.2,30.6,1,6,540,207,0,"12,870,669,561","4,156,268,283","776,696,691","554,783,545","2,608,809,809","2,216,903,673","1,310,521,820","24,494,653,382",,"14,402,856.19","2,767,895.83","36,692,990.77","1,984,066.92","6,393,104.53","5,462,307.70","9,944,829.27","2,473,959.99","15,554,104.90","7,152,438.79","10,483,711.65","19,154,818.94","2,131,034.84", -   , -   ,"2,106,540.19","-97,978.61","1,347,205.94","10,459,216.99","22,780,027.65","25,474,439.52","15,284,663.71","16,925,805.49","8,597,623.34","7,446,374.63","24,494,653,382",,,,,,,,,,,,,,,,
808,2020,2020_10083,연구시설,2,,국립서해안기후대기센터 신축공사,2637.85,19138,1255.97,7510.3,4.8,14.03,1,2,600,50,0,"4,504,076,152","421,468,655","547,220,587","174,633,312","950,517,267","311,870,251","346,323,256","7,256,109,480",,"7,234,341.15","1,726,954.06","17,929,846.53", -   ,"943,294.23","2,416,284.46","1,306,099.71","595,000.98","3,823,969.70","1,850,307.92","2,126,040.08","6,080,619.74","994,087.00", -   , -   ,"624,025.42", -   ,"72,561.09", -   ,"3,134,639.30","6,813,486.80","3,199,944.28","4,556,836.75","4,491,531.77","2,633,967.74","7,256,109,480",,,,,,,,,,,,,,,,
809,2020,2020_10084,전시시설,1,,국립새만금박물관 건립 건축공사,5440.88,39692,4010,21816.31,4.5,17.7,0,3,563,139,0,"10,822,805,367","3,002,266,835","854,701,823","918,528,105","2,279,561,369","796,316,471","960,933,481","19,635,113,451",,"14,863,780.88","4,064,468.48","33,163,706.62","8,423,463.67","5,674,547.79","8,678,720.15","1,315,552.60","2,454,389.18","4,653,521.89","2,336,578.50","7,932,585.83","19,694,018.79","2,179,497.59", -   , -   ,"1,747,525.10","-176,716.02", -   ,"4,123,373.82","21,147,017.19","12,802,093.97","6,577,763.01","13,253,701.58","9,640,840.70","11,781,068.07","19,635,113,451",,,,,,,,,,,,,,,,
810,2020,2020_10085,경찰서,6,,전북지방경찰청 순창경찰서 신축 공사,5319.77,6482.7,1456.81,1161.26,4.2,18.8,1,4,600,72,0,"6,136,772,922","1,558,067,669","598,200,950","148,627,066","1,533,626,045","543,405,696","455,519,983","10,974,220,331",,"5,552,955.49","2,019,256.54","17,909,927.58","1,031,576.71","3,292,266.10","2,425,302.69","1,251,061.12","1,646,133.05","3,445,905.18","2,260,689.39","7,440,521.38","8,900,092.69","1,327,880.66","2,974,013.71", -   ,"669,427.44","-32,922.66","603,582.12","2,995,962.15","8,614,762.96","13,662,904.31","6,189,460.27","5,904,130.54","7,605,134.69","2,063,153.42","10,974,220,331",,,,,,,,,,,,,,,,
811,2020,2020_10086,연구시설,2,,항공우주센터 시험평가 연구동 건축공사,2675.04,26124.5,1481.7,1288,4.7,10.5,1,2,180,122,0,"4,952,653,816","550,976,414","131,616,126","100,315,080","836,755,323","374,687,913","105,376,632","7,052,381,304",,"4,506,471.65","2,320,233.45","13,547,624.48","345,566.68","1,107,223.86","2,052,242.96","28,209.53","620,609.55","9,076,414.74","1,643,204.84","3,596,714.47","7,736,462.29","952,071.48","176,309.53", -   ,"253,885.73","-35,261.91","211,571.44","3,342,828.74","4,823,828.81","7,672,990.86","2,531,804.89","1,149,538.15","1,572,681.03","1,283,533.40","7,052,381,304",,,,,,,,,,,,,,,,
812,2020,2020_10087,일반청사,3,,남해어업관리단 청사시설 신축 건설공사,3574.22,3597,1235.47,541.51,4.5,18.7,0,4,430,45,0,"6,159,636,038","740,031,413","340,810,973","80,086,200","1,011,764,988","632,459,503","254,164,010","9,218,953,125",,"4,932,139.92","92,189.53","14,648,916.52","2,820,999.66","3,152,881.97","3,632,267.53","2,009,731.78","1,465,813.55","2,544,431.06","2,590,525.83","5,715,750.94","9,089,887.78","1,816,133.77", -   , -   ,"986,427.98","-92,189.53","617,669.86","1,760,820.05","5,900,130.00","12,703,717.41","7,596,417.38","3,254,290.45","3,779,770.78","1,161,588.09","9,218,953,125",,,,,,,,,,,,,,,,
813,2020,2020_10088,전시시설,1,,국립광주과학관 어린이 과학체험관 건축공사,3382.71,98248,1509.41,1171.33,6,14.4,1,2,365,0,0,"6,262,305,086","794,580,848","533,160,918","102,230,035","1,164,736,745","481,197,590","666,282,302","10,004,493,524",,"4,381,968.16","4,211,891.77","15,967,171.66","18,758,425.36","1,610,723.46","1,490,669.54","1,160,521.25","1,390,624.60","2,501,123.38","1,590,714.47","3,141,410.97","7,823,513.94","5,352,404.04", -   ,"90,040.44","740,332.52", -   ,"50,022.47","200,089.87","4,792,152.40","5,312,386.06","3,181,428.94","8,623,873.42","6,362,857.88","1,300,584.16","10,004,493,524",,,,,,,,,,,,,,,,
814,2020,2020_10089,체육시설,8,,고아읍 생활체육센터 건립공사,3615.45,9407,1803,1823.94,4.2,13.6,1,3,480,79,0,"6,032,083,441","2,439,903,150","811,608,167","168,068,389","1,477,864,605","363,106,054","469,149,031","11,761,782,837",,"6,751,263.35","2,081,835.56","15,137,414.51","4,222,480.04","3,375,631.67","2,987,492.84","1,411,413.94","2,011,264.87","5,351,611.19","2,446,450.83","4,528,286.39","7,998,012.33","1,093,845.80", -   , -   ,"623,374.49","-105,856.05","270,521.01","3,916,673.68","23,829,372.03","10,597,366.34","3,058,063.54","5,657,417.54","8,421,436.51","1,940,694.17","11,761,782,837",,,,,,,,,,,,,,,,
815,2020,2020_10090,체육시설,8,,구미 국민체육센터 건립공사,3255.62,43151,1945.87,5579.61,4.2,16.08,1,2,540,70,0,"6,622,929,468","2,343,499,062","417,570,746","227,271,550","1,157,144,704","251,217,744","492,926,262","11,512,559,536",,"8,645,932.21","3,453,767.86","17,291,864.42","3,338,642.27","1,623,270.89","3,545,868.34","1,013,105.24","1,277,894.11","4,305,697.27","1,208,818.75","6,136,194.23","7,655,852.09","1,439,069.94","46,050.24", -   ,"679,241.01","-80,587.92","253,276.31","10,994,494.36","18,235,894.31","8,576,856.85","2,256,461.67","6,216,782.15","4,432,335.42","2,360,074.70","11,512,559,536",,,,,,,,,,,,,,,,
816,2020,2020_10091,초등학교,9,,(가칭)검단2초등학교 신축공사,18345.61,14000,4264.19,2133.51,3.6,18.45,1,5,420,84,0,"17,852,097,344","4,679,318,113","1,599,203,472","636,284,655","3,850,845,003","1,265,208,804","1,396,591,616","31,279,549,007",,"19,799,954.52","2,564,923.02","45,386,625.61","2,345,966.18","14,857,785.78","5,849,275.66","19,768,674.97","2,877,718.51","26,462,498.46","5,911,834.76","11,635,992.23","32,749,687.81","3,565,868.59", -   , -   ,"3,065,395.80", -   , -   ,"2,752,600.31","23,303,264.01","35,471,008.57","11,542,153.58","18,392,374.82","17,141,192.86","7,350,694.02","31,279,549,007",,,,,,,,,,,,,,,,
817,2020,2020_10092,초등학교,9,,(가칭)검단2초등학교 신축공사,18345.61,14000,4264.19,2133.51,3.6,18.45,1,5,420,84,0,"17,852,097,344","4,679,318,113","1,599,203,472","636,284,655","3,850,845,003","1,265,208,804","1,396,591,616","31,279,549,007",,"19,799,954.52","2,564,923.02","45,386,625.61","2,345,966.18","14,857,785.78","5,849,275.66","19,768,674.97","2,877,718.51","26,462,498.46","5,911,834.76","11,635,992.23","32,749,687.81","3,565,868.59", -   , -   ,"3,065,395.80", -   , -   ,"2,752,600.31","23,303,264.01","35,471,008.57","11,542,153.58","18,392,374.82","17,141,192.86","7,350,694.02","31,279,549,007",,,,,,,,,,,,,,,,
818,2020,2020_10093,업무시설,3,,경기도교육청 남부신청사 건립공사,43628.97,4000,"2,626.88㎡",586.09,4.1,84.65,4,18,825,494,0,"55,164,860,447","24,313,239,199","2,693,032,626","617,441,080","15,418,378,938","9,781,393,333","9,508,793,678","117,497,139,301",,"49,231,301.37","117,497.14","125,839,436.19","19,739,519.40","30,314,261.94","14,922,136.69","64,858,420.89","1,409,965.67","10,927,233.95","7,519,816.92","52,756,215.55","194,927,754.10","11,397,222.51", -   , -   ,"822,479.98", -   , -   ,"66,620,877.98","207,147,456.59","88,592,843.03","65,563,403.73","119,024,602.11","35,484,136.07","7,754,811.19","117,497,139,301",,,,,,,,,,,,,,,,
819,2020,2020_10094,업무시설,3,,국립종자원 제주지원 청사 신축 및 포장공사,2139.62,7405,1448.37,2170.45,2.6,7.9,1,2,270,22,0,"3,562,324,318","450,165,659","922,105,514", - ,"962,581,161","342,984,945","123,545,170","6,363,706,767",,"2,850,940.63","229,093.44","9,882,836.61","2,138,205.47","941,828.60","1,571,835.57","5,606,425.66","133,637.84","3,792,769.23","1,444,561.44","3,213,671.92","5,402,787.05","668,189.21", -   , -   ,"445,459.47", -   ,"120,910.43","929,101.19","4,397,321.38","5,956,429.53","3,105,488.90","1,603,654.11","9,201,919.99", -   ,"6,363,706,767",,,,,,,,,,,,,,,,
820,2020,2020_10095,수련시설,10,,창의진로교육원 건립 건축공사,9799.62,7692.9,2281.76,1602.58,4.5,24.1,1,4,660,112,0,"15,472,073,886","4,312,362,907","1,433,697,862","625,836,382","2,171,006,391","1,325,524,288","1,257,608,222","26,598,109,938",,"14,416,175.59","10,133,879.89","52,823,846.34", -   ,"3,218,371.30","5,638,799.31","2,420,428.00","1,143,718.73","22,874,374.55","3,617,342.95","19,097,442.94","13,352,251.19","4,787,659.79", -   ,"26,598.11","904,335.74","-212,784.88","1,675,680.93","1,595,886.60","41,413,257.17","15,746,081.08","8,697,581.95","15,559,894.31","18,592,078.85","8,458,198.96","26,598,109,938",,,,,,,,,,,,,,,,
821,2020,2020_10096,업무시설,3,,의정부지방검찰청 남양주지청 신축공사,17455.26,18000,3409.55,4876.05,4.5,40.05,1,8,690,179,0,"20,357,368,422","7,932,135,303","1,549,002,182","795,916,448","4,786,238,640","2,371,086,746","2,225,043,218","40,016,790,959",,"25,650,763.00", -   ,"61,585,841.29","560,235.07","8,563,593.27","10,924,583.93","20,848,748.09","1,960,822.76","12,285,154.82","8,243,458.94","18,367,707.05","37,135,582.01","3,321,393.65", -   , -   ,"2,120,889.92","-240,100.75","1,320,554.10","11,164,684.68","57,904,296.52","40,176,858.12","23,890,024.20","27,011,333.90","16,646,985.04","10,724,499.98","40,016,790,959",,,,,,,,,,,,,,,,
822,2020,2020_10097,업무시설,3,,충남청 통합숙영시설 신축 건축공사,10317,16532,10317,1,4.2,21.35,1,4,540,110,0,"13,077,898,650","3,999,853,096","1,162,517,694","390,649,849","3,049,979,035","1,150,084,712","597,945,133","23,428,928,169",,"11,784,750.87","4,568,640.99","32,847,357.29","3,865,773.15","7,005,249.52","4,240,636.00","19,797,444.30","2,764,613.52","13,987,070.12","3,842,344.22","11,105,311.95","15,158,516.53","2,132,032.46", -   , -   ,"1,194,875.34","-187,431.43", -   ,"7,637,830.58","37,533,142.93","22,374,626.40","8,387,556.28","7,661,259.51","11,972,182.29","4,615,498.85","23,428,928,169",,,,,,,,,,,,,,,,
823,2020,2020_10098,노유자시설,5,,전북권 보훈요양원 건립공사,9758.8,14033,2802.3,5570.22,3.9,17.4,1,3,540,117,0,"14,262,723,740","5,910,708,880","1,207,373,249","977,815,594","2,177,466,298","1,733,695,427","1,259,507,478","27,529,290,666",,"14,838,287.67","5,037,860.19","42,450,166.21","715,761.56","5,671,033.88","4,927,743.03","908,466.59","2,697,870.49","19,050,269.14","2,229,872.54","16,958,043.05","32,567,150.86","1,266,347.37", -   , -   ,"1,431,523.11", -   ,"1,844,462.47","1,927,050.35","45,423,329.60","19,187,915.59","14,562,994.76","16,434,986.53","12,938,766.61","12,223,005.06","27,529,290,666",,,,,,,,,,,,,,,,
824,2020,2020_10099,복지시설,7,,자동차대체부품 인증지원센터 건립 건축공사,9006.31,20800,3390.87,3788.85,6.6,22.1,1,4,540,88,0,"10,011,180,909","3,370,288,849","637,667,391","717,442,689","3,141,862,801","1,292,325,468","1,210,659,189","20,381,427,296",,"16,243,997.55","1,569,369.90","32,467,613.68","40,762.85","2,303,101.28","4,402,388.30","10,557,579.34","1,019,071.36","7,948,756.65","5,054,593.97","9,660,796.54","16,427,430.40","2,017,761.30", -   , -   ,"448,391.40", -   ,"1,895,472.74","1,569,369.90","21,217,065.82","25,904,794.09","9,925,755.09","17,263,068.92","6,522,056.73","9,355,075.13","20,381,427,296",,,,,,,,,,,,,,,,
825,2020,2020_10100,의료시설,4,,헬스케어타운 의료서비스센터 신축공사,8998.88,11743,4267.51,3441.15,4.3,11.93,0,3,450,79,0,"13,073,549,215","3,086,871,591","1,259,573,133","1,446,309,427","2,769,118,972","1,200,009,760","1,089,709,528","23,925,141,626",,"13,398,079.31", -   ,"46,390,849.61","4,402,226.06","20,001,418.40","6,794,740.22","6,268,387.11","4,880,728.89","5,335,306.58","3,947,648.37","11,675,469.11","20,001,418.40","1,674,759.91", -   , -   ,"2,057,562.18", -   ,"1,555,134.21","1,650,834.77","13,948,357.57","18,063,481.93","8,613,050.99","13,541,630.16","15,288,165.50","19,762,166.98","23,925,141,626",,,,,,,,,,,,,,,,
826,2020,2020_10101,종교시설,6,,세종 한국불교문화체험관 건립 공사,5495.96,16000,2006.73,2923.76,4.3,15.46,1,3,540,44,0,"9,674,674,666","1,319,403,461","1,250,614,292","507,466,778","1,358,253,315","708,494,460","607,485,136","15,426,392,108",,"4,689,623.20","262,248.67","28,153,165.60","2,745,897.80","1,851,167.05","2,715,045.01","4,134,273.08","2,190,547.68","4,396,521.75","1,681,476.74","9,903,743.73","30,960,768.96","1,804,887.88", -   ,"107,984.74","401,086.19","-123,411.14","601,629.29","200,543.10","13,606,077.84","13,482,666.70","6,880,170.88","5,707,765.08","12,526,230.39","5,383,810.85","15,426,392,108",,,,,,,,,,,,,,,,
827,2020,2020_10102,도서관,7,,마산도서관 건립공사,3408.09,40716.7,1207.86,830.6,5.1,18.4,1,3,450,60,0,"5,277,829,466","1,859,621,489","523,117,842","236,980,950","1,020,346,165","556,600,372","293,502,831","9,767,999,115",,"5,577,527.49","1,816,847.84","15,511,582.59", -   ,"1,660,559.85","3,233,207.71","1,240,535.89","1,406,591.87","4,239,311.62","1,103,783.90","3,741,143.66","14,407,798.69","1,054,943.90", -   , -   ,"224,663.98","-58,607.99", -   ,"2,666,663.76","13,333,318.79","10,080,575.09","3,819,287.65","3,575,087.68","6,104,999.45","2,940,167.73","9,767,999,115",,,,,,,,,,,,,,,,
828,2020,2020_10103,복지시설,6,,(가칭)강서유치원 및 양산도서관 신축공사,8564.61,12997.3,3718.42,2586.93,4.5,17.2,1,3,360,70,0,"12,354,787,009","3,775,820,814","614,031,035","486,476,130","2,042,623,236","1,186,314,547","1,018,057,982","21,478,110,753",,"13,445,297.33","10,202,102.61","36,298,007.17","1,975,986.19","6,464,911.34","6,056,827.23","8,118,725.86","4,317,100.26","12,951,300.78","5,627,265.02","11,533,745.47","11,276,008.15","1,825,639.41", -   , -   ,"2,104,854.85", -   ,"365,127.88","2,448,504.63","23,239,315.83","21,478,110.75","9,407,412.51","13,101,647.56","7,130,732.77","5,412,483.91","21,478,110,753",,,,,,,,,,,,,,,,
829,2020,2020_10104,업무시설,3,,경기북부경찰청 별관증축사업 건축공사,10979.4,32867,1732.62,1047.1,4.1,25.3,2,5,630,107,0,"11,884,538,408","2,900,981,987","1,591,616,688","468,200,912","2,965,669,421","2,272,004,390","813,281,691","22,896,293,497",,"19,301,575.42","4,098,436.54","42,861,861.43","2,129,355.30","2,289,629.35","5,975,932.60","8,402,939.71","2,014,873.83","5,540,903.03","4,121,332.83","9,753,821.03","20,331,908.63","2,381,214.52", -   , -   ,"2,747,555.22","-183,170.35","1,671,429.43","2,175,147.88","10,692,569.06","24,247,174.81","18,088,071.86","11,104,702.35","23,239,737.90","5,975,932.60","22,896,293,497",,,,,,,,,,,,,,,,
830,2020,2020_10105,공장,1,,수출형 기계부품가공 기반구축사업 신축 건축공사,3637.65,33000,3672.45,919.6,11.9,14.05,0,1,210,106,0,"4,969,878,420","1,475,602,265","734,375,023","239,127,729","844,534,499","282,821,400","244,285,128","8,790,624,464",,"2,224,027.99","6,962,174.58","7,217,102.68","18,293,289.51","1,151,571.80","1,327,384.29","70,325.00","386,787.48","2,689,931.09","650,506.21","1,239,478.05","3,419,552.92","1,353,756.17", -   , -   ,"615,343.71","-281,299.98","96,696.87","632,924.96","16,798,883.35","8,104,955.76","2,030,634.25","3,349,227.92","6,021,577.76","3,551,412.28","8,790,624,464",,,,,,,,,,,,,,,,
831,2020,2020_10106,체육시설,8,,제3매립장 주민편익시설 설치공사,2509.42,100625,1833.85,61466,4.5,12.05,0,2,510,1769,0,"4,424,026,084","547,897,089","1,003,029,868","1,337,126,410","1,061,667,166","341,069,387","399,013,881","9,113,829,885",,"3,663,759.61","6,042,469.21","10,107,237.34","3,454,141.53","2,743,262.80","1,695,172.36","209,618.09","1,950,359.60","5,158,427.71","966,065.97","1,686,058.53","8,102,194.77","865,813.84", -   , -   ,"318,984.05", -   ,"63,796.81", -   ,"3,918,946.85","7,947,259.66","3,226,295.78","4,848,557.50","8,138,650.09","16,031,226.77","9,113,829,885",,,,,,,,,,,,,,,,
