공종,코드,명칭,규격,단위,CalRevitWall,재료비단가,노무비단가,경비단가,합계단가,RecCost1,RecCost2,산식2,산식3
공통가설,1AAZC190,아크릴배면차수,아크릴 주입,M2,,,,,,,,,
공통가설,1AAZC200,탄성실란트 균열보수,V-Cutting- 실리콘계 탄성실란트 퍼티,MZ,,,,,,,,,
공통가설,1AAZC210,무근콘크리트 균열보수,저점도 레진,EA,,,,,,,,,
공통가설,1AAZC220,퍼티 균열보수,V-Cutting- 탄성에폭시,MZ,,,,,,,,,
공통가설,1AAZC230,건식 균열보수,건식 에폭시 주사기,MZ,,,,,,,,,
공통가설,1AAZC240,습식 균열보수,발포우레탄 패커주입,MZ,,,,,,,,,
공통가설,1AAZC250,레진 균열보수,V-Cutting- 폴리머계 레진퍼티,MZ,,,,,,,,,
공통가설,1AAZC260,아크릴배면차수,아크릴 주입,M2,,,,,,,,,
공통가설,1AAZC270,탄성실란트 균열보수,V-Cutting- 실리콘계 탄성실란트 퍼티,MZ,,,,,,,,,
공통가설,1AAZC280,무근콘크리트 균열보수,저점도 레진,EA,,,,,,,,,
공통가설,1ACAA010,TOWER CRANE 사용료,12톤 T형&F/T형- 14톤 T형,MT,,,,,,,,,
공통가설,1ACAA020,TOWER CRANE 사용료,12톤∙14톤 L형,MT,,,,,,,,,
공통가설,1ACAA030,TOWER CRANE 사용료,14톤 F/T형,MT,,,,,,,,,
공통가설,1ACAA040,TOWER CRANE 사용료,16톤∙18톤 L형&F/T형,MT,,,,,,,,,
공통가설,1ACAA050,TOWER CRANE 설치,T형,LS,,,,,,,,,
공통가설,1ACAA060,TOWER CRANE 해체,T형,LS,,,,,,,,,
공통가설,1ACAA070,TOWER CRANE 설치,L형,LS,,,,,,,,,
공통가설,1ACAA080,TOWER CRANE 해체,L형,LS,,,,,,,,,
공통가설,1ACAA090,TOWER CRANE 앙카,12톤 T형&F/T형- 14톤 T형,LS,,,,,,,,,
공통가설,1ACAA100,TOWER CRANE 앙카,12톤 L형- 14톤 L형&F/T형- 16톤∙18톤 L형&F/T형,LS,,,,,,,,,
공통가설,1ACAA110,TOWER CRANE 운반비,편도 (6개월이상),LS,,,,,,,,,
공통가설,1ACAA120,추가마스터 임차,높이 < 3.7M,MT,,,,,,,,,
공통가설,1ACAA130,추가마스터 임차,3.7M ≤ 높이 < 5.0M,MT,,,,,,,,,
공통가설,1ACAA140,추가마스터 임차,5.0M ≤ 높이 < 6.0M,MT,,,,,,,,,
공통가설,1ACAA150,추가마스터 임차,BASIC,MT,,,,,,,,,
공통가설,1ACAA160,추가마스터 운반비,4단기준,RD,,,,,,,,,
공통가설,1ACAA170,BRACING 설치,EMBED,RD,,,,,,,,,
공통가설,1ACAA180,BRACING 해체,EMBED,RD,,,,,,,,,
공통가설,1ACAA190,TELECOSPING,,RD,,,,,,,,,
공통가설,1ACAA200,마스트볼트,12톤 T형&F/T형- 14톤 T형,EA,,,,,,,,,
공통가설,1ACAA210,마스트볼트,12톤∙14톤 L형,EA,,,,,,,,,
공통가설,1ACAA220,마스트볼트,14톤 F/T형,EA,,,,,,,,,
공통가설,1ACAA230,마스트볼트,16톤∙18톤 L형&F/T형,EA,,,,,,,,,
공통가설,1ACAA240,휴일근무수당,2회/월,MT,,,,,,,,,
공통가설,1ACAA250,연장근로수당,22일*2hr*70%,MT,,,,,,,,,
공통가설,1ACAA260,풍속계,현장당: 1set,ST,,,,,,,,,
공통가설,1ACAA270,항공장애표시등,중광도A형,LS,,,,,,,,,
공통가설,1ACAA280,사전점검비,비파괴검사비포함,LS,,,,,,,,,
공통가설,1ACAA290,T/C장금장치,,EA,,,,,,,,,
잡공사,,6. 준공사인물,,,,,,,,,,,
잡공사,3QBBA100,도로유도사인,(규격),M2,,,,,,,,,
잡공사,3QBBA200,외벽채널,(규격),EA,,,,,,,,,
잡공사,3QBBA300,외벽채널,(규격),EA,,,,,,,,,
잡공사,3QBBA400,외벽채널,(규격),EA,,,,,,,,,
잡공사,3QBBA500,옥탑채널,(규격),EA,,,,,,,,,
잡공사,3QBBA600,옥탑채널,(규격),EA,,,,,,,,,
잡공사,3QBBA700,옥탑채널,(규격),EA,,,,,,,,,
잡공사,3QBBA800,옥탑구조물,(규격),EA,,,,,,,,,
잡공사,3QBBA900,문주사인(대),(규격),EA,,,,,,,,,
잡공사,3QBBB100,문주사인(대),(규격),EA,,,,,,,,,
잡공사,3QBBB200,문주사인(소),(규격),EA,,,,,,,,,
잡공사,3QBBB300,문주사인(소),(규격),EA,,,,,,,,,
잡공사,3QBBB400,문주사인(벽부형B.I.),(규격),EA,,,,,,,,,
잡공사,3QBBB500,문주사인(Gate),(규격),EA,,,,,,,,,
잡공사,3QBBB600,동출입구사인,(규격),EA,,,,,,,,,
잡공사,3QBBB700,동출입구사인,(규격),EA,,,,,,,,,
잡공사,3QBBB800,자이안센터 입구(조명),(규격),EA,,,,,,,,,
잡공사,3QBBB900,자이안센터 입구(조명),(규격),EA,,,,,,,,,
잡공사,3QBBC100,부속동사인,(규격),EA,,,,,,,,,
잡공사,3QBBC200,부속동사인,(규격),EA,,,,,,,,,
잡공사,3QBBC300,외벽동표지사인,(규격),EA,,,,,,,,,
잡공사,3QBBC400,단지배치도,(규격),EA,,,,,,,,,
잡공사,3QBBC500,게시판,(규격),EA,,,,,,,,,
잡공사,3QBBC600,방향유도사인,(규격),EA,,,,,,,,,
잡공사,3QBBC700,주차장유도사인,(규격),EA,,,,,,,,,
잡공사,3QBBC800,분리수거함,(규격),EA,,,,,,,,,
잡공사,3QBBC900,자전거 보관소,(규격),EA,,,,,,,,,
잡공사,3QBBD100,경비실사인,(규격),EA,,,,,,,,,
잡공사,3QBBD200,머릿돌,(규격),EA,,,,,,,,,
잡공사,3QBBD300,지하동출입구,(규격),EA,,,,,,,,,
잡공사,3QBBD400,지하동출입구 픽토,(규격),EA,,,,,,,,,
잡공사,3QBBD500,층별표지판,(규격),EA,,,,,,,,,
잡공사,3QBBD600,층별표지판,(규격),EA,,,,,,,,,
잡공사,3QBBD700,계단실층표시,(규격),EA,,,,,,,,,
잡공사,3QBBD800,계단실사인,(규격),EA,,,,,,,,,
잡공사,3QBBD900,세대표지판,(규격),EA,,,,,,,,,
잡공사,3QBBE100,기타표지판,(규격),EA,,,,,,,,,
잡공사,3QBBE200,종합열쇠고리,(규격),EA,,,,,,,,,
잡공사,3QBBE300,우편물보관함,(규격),EA,,,,,,,,,
잡공사,3QBBE400,도로명사인(외부),(규격),EA,,,,,,,,,
잡공사,3QBBE500,도로명사인(내부),(규격),EA,,,,,,,,,
잡공사,3QBBE600,화장실사인(벽부),(규격),EA,,,,,,,,,
잡공사,3QBBE700,회장실사인(돌출),(규격),EA,,,,,,,,,
잡공사,3QBBE800,윈도우사인,(규격),EA,,,,,,,,,
잡공사,3QBBE900,주차행거사인,(규격),EA,,,,,,,,,
잡공사,3QBBF100,주차장램프(외부),(규격),EA,,,,,,,,,
잡공사,3QBBF200,주차장램프(외부),(규격),EA,,,,,,,,,
잡공사,3QBBF300,아파트주차장램프(내부),(규격),EA,,,,,,,,,
잡공사,3QBBF400,아파트주차장램프(내부),(규격),EA,,,,,,,,,
잡공사,3QBBF500,장애인주차안내,(규격),EA,,,,,,,,,
잡공사,3QBBF600,장애인주차안내,(규격),EA,,,,,,,,,
잡공사,3QBBF700,적치금지 스티커,(규격),EA,,,,,,,,,
잡공사,3QBBF800,대피공간 스티커,(규격),EA,,,,,,,,,
공통가설,1AAZD010,7. 낙하물방지망,,,,,,,,,,,
공통가설,1AAZD020,시스템틀형(1cm 안자망),자재비,M2,,,,,,,,,
공통가설,1AAZD030,시스템틀형(1cm 안자망),설치비,M2,,,,,,,,,
공통가설,1AAZD040,시스템틀형(1cm 안자망),시공비,M2,,,,,,,,,
공통가설,1AAZD050,플라잉넷(2cm 안자망),자재비,M2,,,,,,,,,
공통가설,1AAZD060,플라잉넷(2cm 안자망),설치비,M2,,,,,,,,,
공통가설,1AAZD070,플라잉넷(2cm 안자망),시공비,M2,,,,,,,,,
공통가설,1AAZD080,8. 갱폼수직망,,,,,,,,,,,
공통가설,1AAZD090,갱폼수직보호망,자재비,M2,,,,,,,,,
공통가설,1AAZD100,갱폼수직보호망,설치비,M2,,,,,,,,,
공통가설,1AAZD110,BI인쇄,수직망인쇄,M2,,,,,,,,,
공통가설,1AAZD120,동표시 인쇄,수직망인쇄,EA,,,,,,,,,
공통가설,1AAZD130,갱폼번호 인쇄,수직망인쇄,EA,,,,,,,,,
공통가설,1AAZD140,9. 세대수직망,,,,,,,,,,,
공통가설,1AAZD150,세대수직보호망(타입),자재비,M2,,,,,,,,,
공통가설,1AAZD160,세대수직보호망(타입),설치비,M2,,,,,,,,,
공통가설,1AAZD170,세대수직보호망(타입),해체비,M2,,,,,,,,,
공통가설,1AAZD180,철골추락방지망,자재비,M2,,,,,,,,,
공통가설,1AAZD190,철골추락방지망,설치비,M2,,,,,,,,,
공통가설,1AAZD200,철골추락방지망,해체비,M2,,,,,,,,,
,,가 설 공 사,,,,,,,,,,,
가설공사,3AAAA160,내부수평비계설치해체,,M3,,,,,,,,,
가설공사,3AAAA100,시스템비계설치,발판-계단포함-골조,M2,,,,,,,,,
가설공사,3AAAA110,시스템비계해체,발판-계단포함-골조,M2,,,,,,,,,
가설공사,3AAAA120,시스템비계설치,발판포함-마감,M2,,,,,,,,,
가설공사,3AAAA130,시스템비계해체,발판포함-마감,M2,,,,,,,,,
가설공사,3AAAA180,E/V PIT발판설치해체,사용료포함,M2,,,,,,,,,
가설공사,3AAAA220,E/V PIT발판설치해체,사용료포함,M3,,,,,,,,,
가설공사,3AAAA210,워킹타워설치해체,시스템비계-발판-계단포함-골조,MZ,,,,,,,,,
가설공사,3AAAA190,워킹타워설치해체,시스템비계-발판-계단포함-마감,MZ,,,,,,,,,
가설공사,3AAAA200,자재인양구설치해체,시스템비계-발판포함-마감,MZ,,,,,,,,,
가설공사,3AAAA140,시스템비계사용료,발판-계단포함-골조,M2,,,,,,,,,
가설공사,3AAAA150,시스템비계사용료,발판포함-마감,M2,,,,,,,,,
가설공사,3AAAA170,내부수평비계사용료,발판포함,M3,,,,,,,,,
가설공사,3ABAA100,잭써포트설치해체,3회,EA,,,,,,,,,
가설공사,3ABAA110,잭써포트사용료,H=2.4-3.5,EA,,,,,,,,,
타일공사,3HAAD010,타일보양,,M2,,,,,,,,,
석공사,3IAAA000,석재보양,,M2,,,,,,,,,
가설공사,3ABAA120,Hoist 기초 설치,,EA,,,,,,,,,
가설공사,3ABAA125,Hoist 기초콘크리트 파쇄 및 상차,,EA,,,,,,,,,
가설공사,3ABAA130,Hoist 출입문보양 및 해체,,EA,,,,,,,,,
가설공사,3ABAA140,타워크레인기초(자재별도),12Ton,EA,,,,,,,,,
가설공사,3ABAA150,타워크레인기초(자재별도),14Ton 이상,EA,,,,,,,,,
가설공사,3ABAB110,주차장기둥천막설치해체,비계및부자재포함-천막별도,EA,,,,,,,,,
가설공사,3ABAB120,주차장수직천막설치해체,비계및부자재포함-천막별도,M2,,,,,,,,,
가설공사,3ABAB130,주차장슬라브천막설치해체,비계 및 부자재 포함- 천막 별도,M2,,,,,,,,,
가설공사,3ABAB140,아파트슬라브천막설치해체,비계 및 부자재 포함- 천막 별도,M2,,,,,,,,,
가설공사,3ABAB150,갱폼수직천막설치해체,비계 및 부자재 포함- 천막 별도,M2,,,,,,,,,
가설공사,3ABAB160,갱폼개구부막이,부자재포함- 천막별도,M2,,,,,,,,,
가설공사,3ABAB170,타설하부층 개구부막이,부자재포함- 천막별도,M2,,,,,,,,,
가설공사,3ABAB180,계단실보양설치해체,부자재포함- 천막별도,EA,,,,,,,,,
,,기초 및 토공사,,,,,,,,,,,
기초 및 토공사,3BBAA110,비닐깔기,T=0.03 2겹-자+노,M2,,,,,,,,,
기초 및 토공사,3BBAA120,잡석,,M3,,,,,,,,,
기초 및 토공사,3BBAA130,잡석깔기,,M3,,,,,,,,,
기초 및 토공사,3BCAA130,PHC 파일,D500,MZ,,,,,,,,,
기초 및 토공사,3BCAA140,PHC 파일,D600,MZ,,,,,,,,,
기초 및 토공사,3BCAA150,UPHC 파일,D500- 초고강도,MZ,,,,,,,,,
기초 및 토공사,3BCAA160,UPHC 파일,D600- 초고강도,MZ,,,,,,,,,
기초 및 토공사,3BCAA390,PHC파일박기,D500- DRA /소규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA400,PHC파일박기,D500- 개량T4 /소규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA410,PHC파일박기,D500- 정T4 /소규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA420,PHC파일박기,D500- DRA /중규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA430,PHC파일박기,D500- 개량T4 /중규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA440,PHC파일박기,D500- 정T4 /중규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA450,PHC파일박기,D500- DRA /대규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA460,PHC파일박기,D500- 개량T4 /대규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA470,PHC파일박기,D500- 정T4 /대규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA480,PHC파일박기,D600- DRA /소규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA490,PHC파일박기,D600- 개량T4 /소규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA500,PHC파일박기,D600- 정T4 /소규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA510,PHC파일박기,D600- DRA /중규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA520,PHC파일박기,D600- 개량T4 /중규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA530,PHC파일박기,D600- 정T4 /중규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA540,PHC파일박기,D600- DRA /대규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA550,PHC파일박기,D600- 개량T4 /대규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA560,PHC파일박기,D600- 정T4 /대규모,MZ,,,,,,,,,
기초 및 토공사,3BCAA610,파일심보기,,EA,,,,,,,,,
기초 및 토공사,3BCAA620,파일두부정리,원컷팅,EA,,,,,,,,,
기초 및 토공사,3BCAA630,장비설치해체,운반-조립-해체포함,RD,,,,,,,,,
기초 및 토공사,3BCAA640,에어방음벽,H=10M- L=8m- 2조 1set ,MT,,,,,,,,,
기초 및 토공사,3BCAA650,시항타,개소별/전체본수의1%,EA,,,,,,,,,
기초 및 토공사,3BCAA660,파일하차,본/적재받침목포함,EA,,,,,,,,,
기초 및 토공사,3BCAA670,부토정리,,M3,,,,,,,,,
기초 및 토공사,3BCAA680,파일잔재처리,,EA,,,,,,,,,
기초 및 토공사,3BCAA710,파일캡,D500-보강철근포함-자+노,EA,,,,,,,,,
기초 및 토공사,3BCAA720,파일캡,D600-보강철근포함-자+노,EA,,,,,,,,,
기초 및 토공사,3BCAA750,파일용접이음,D500,EA,,,,,,,,,
기초 및 토공사,3BCAA760,파일용접이음,D600,EA,,,,,,,,,
기초 및 토공사,3BCAA790,파일볼팅이음,D500,EA,,,,,,,,,
기초 및 토공사,3BCAA800,파일볼팅이음,D600,EA,,,,,,,,,
기초 및 토공사,3BCAA830,파일조인트밴드,D500,ST,,,,,,,,,
기초 및 토공사,3BCAA840,파일조인트밴드,D600,ST,,,,,,,,,
기초 및 토공사,3BCAA850,시멘트,BULK,TN,,,,,,,,,
기초 및 토공사,3BCAA860,시멘트,BULK,TN,,,,,,,,,
기초 및 토공사,3BCAA870,시멘트,BULK,TN,,,,,,,,,
기초 및 토공사,3BCAB110,헬리컬파일,※ 상무센트럴자이 단가 적용 (39EA/ 414MZ) 23.10,,,,,,,,,,
기초 및 토공사,3BCAB120,기계기구설치해체,장비운반 포함,RD,,,,,,,,,
기초 및 토공사,3BCAB130,소구경강관파일 선단부,Φ114.3 x 9T x 3.0m,EA,,,,,,,,,
기초 및 토공사,3BCAB140,소구경강관파일 샤프트,Φ114.3 x 9T x 3.0m,EA,,,,,,,,,
기초 및 토공사,3BCAB150,소구경강관파일 재하판,250 x 250 x 25T,EA,,,,,,,,,
기초 및 토공사,3BCAB160,소구경강관파일 천공,,MZ,,,,,,,,,
기초 및 토공사,3BCAB170,두부정리,,EA,,,,,,,,,
기초 및 토공사,3BCAC110,마이크로파일,※ 영등포자이디그니티 집행실적 (18EA/ 431MZ) 23.06,,,,,,,,,,
기초 및 토공사,3BCAC120,마이크로파일 파일조립 및 삽입 ,Ra = 600 kN/ea,MZ,,,,,,,,,
기초 및 토공사,3BCAC130,마이크로파일 케이싱근입 ,Φ 165 mm,MZ,,,,,,,,,
기초 및 토공사,3BCAC140,마이크로파일 천공 ,Φ 165 mm,MZ,,,,,,,,,
기초 및 토공사,3BCAC150,마이크로파일 인발시험 ,,ST,,,,,,,,,
기초 및 토공사,3BCAC160,마이크로파일 그라우팅 ,시멘트 포함,MZ,,,,,,,,,
기초 및 토공사,3BCAC170,마이크로파일 두부정리 ,,EA,,,,,,,,,
기초 및 토공사,3BCAC180,마이크로파일 지압판설치,,EA,,,,,,,,,
기초 및 토공사,3BCAD110,PF기초,※ 이천자이더레브 견적단가 (표증 1017M3- 중층 3222M),,,,,,,,,,
기초 및 토공사,3BCAD120,표층 시공,집토-배합-정지다짐-H 300-자+노,M3,,,,,,,,,
기초 및 토공사,3BCAD130,중층 시공,천공교반- 배합- 자+노,MZ,,,,,,,,,
기초 및 토공사,3BCAD140,장비 및 플랜트 설치,,EA,,,,,,,,,
기초 및 토공사,3BCAD150,시험비,관련 시험 일체,EA,,,,,,,,,
,,철근콘크리트 공사,,,,,,,,,,,
철근콘크리트공사,3CAAI060,수평보기,면적당,M2,,,,,,,,,
철근콘크리트공사,3CAAA010,재래식거푸집공임,아파트-핀제거포함,M2,,,,,,,,,
철근콘크리트공사,3CAAA020,재래식거푸집공임,부속동-핀제거포함,M2,,,,,,,,,
철근콘크리트공사,3CAAA030,주차장거푸집공임,주차장-핀제거포함,M2,,,,,,,,,
철근콘크리트공사,3CAAA040,재래식거푸집공임,상가-핀제거포함,M2,,,,,,,,,
철근콘크리트공사,3CAAA050,합벽거푸집설치,자+노-지지대/작업용발판/해체/Tie제거/폼타이포함,M2,,,,,,,,,
철근콘크리트공사,3CAAA060,DH보 설치,단부처리 포함,M2,,,,,,,,,
철근콘크리트공사,3CAAA070,AL FORM  설치,계단-SLAB-벽,M2,,,,,,,,,
철근콘크리트공사,3CAAA080,AL FORM  해체,계단-SLAB-벽,M2,,,,,,,,,
철근콘크리트공사,3CAAA090,GANG  FORM  공임,일반,M2,,,,,,,,,
철근콘크리트공사,3CAAB010,재래식거푸집손료,아파트-폼타이포함,M2,,,,,,,,,
철근콘크리트공사,3CAAB020,재래식거푸집손료,부속동-폼타이포함,M2,,,,,,,,,
철근콘크리트공사,3CAAB030,주차장거푸집손료,주차장-폼타이포함,M2,,,,,,,,,
철근콘크리트공사,3CAAB040,재래식거푸집손료,상가-핀제거포함,M2,,,,,,,,,
철근콘크리트공사,3CAAB050,DH보 자재,구조검토포함,M2,,,,,,,,,
철근콘크리트공사,3CAAB110,거푸집손료,AL  FORM(계단-SLAB-벽)-12층이하,M2,,,,,,,,,
철근콘크리트공사,3CAAB120,거푸집손료,AL  FORM(계단-SLAB-벽)-13층‾16층,M2,,,,,,,,,
철근콘크리트공사,3CAAB130,거푸집손료,AL  FORM(계단-SLAB-벽)-17층‾20층,M2,,,,,,,,,
철근콘크리트공사,3CAAB140,거푸집손료,AL  FORM(계단-SLAB-벽)-21층‾23층,M2,,,,,,,,,
철근콘크리트공사,3CAAB150,거푸집손료,AL  FORM(계단-SLAB-벽)-24층‾26층,M2,,,,,,,,,
철근콘크리트공사,3CAAB160,거푸집손료,AL  FORM(계단-SLAB-벽)-27층이상,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-4층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-5층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-6층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-7층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-8층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-9층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-10층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-11층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-12층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-13층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-14층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-15층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-16층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-17층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-18층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-19층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-20층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-21층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-22층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-23층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-24층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-25층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-26층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-27층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-28층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-29층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-30층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-31층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-32층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-33층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-34층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-35층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-36층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-37층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-38층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-39층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-40층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-41층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-42층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-43층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-44층,M2,,,,,,,,,
철근콘크리트공사,,거푸집손료,AL FORM(계단-SLAB-벽)-45층,M2,,,,,,,,,
철근콘크리트공사,3CAAB170,거푸집손료,Drop Head시스템-계단-SLAB-벽,M2,,,,,,,,,
철근콘크리트공사,3CAAB180,거푸집손료,FD시스템-벽식-층고 2.9이하,M2,,,,,,,,,
