공종,코드,명칭,규격,단위,CalRevitWall,재료비단가,노무비단가,경비단가,합계단가,RecCost1,RecCost2,산식2,산식3
수장공사,3JEAC190,압출스치로폴(자재),압출1호-100T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC200,압출스치로폴(자재),압출1호-105T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC210,압출스치로폴(자재),압출1호-110T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC220,압출스치로폴(자재),압출1호-115T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC230,압출스치로폴(자재),압출1호-120T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC310,압출스치로폴(자재),압출2호-10T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC320,압출스치로폴(자재),압출2호-15T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC330,압출스치로폴(자재),압출2호-20T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC340,압출스치로폴(자재),압출2호-25T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC350,압출스치로폴(자재),압출2호-30T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC360,압출스치로폴(자재),압출2호-35T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC370,압출스치로폴(자재),압출2호-40T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC380,압출스치로폴(자재),압출2호-45T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC390,압출스치로폴(자재),압출2호-50T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC400,압출스치로폴(자재),압출2호-55T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC410,압출스치로폴(자재),압출2호-60T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC420,압출스치로폴(자재),압출2호-65T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC430,압출스치로폴(자재),압출2호-70T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC440,압출스치로폴(자재),압출2호-75T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC450,압출스치로폴(자재),압출2호-80T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC460,압출스치로폴(자재),압출2호-85T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC470,압출스치로폴(자재),압출2호-90T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC480,압출스치로폴(자재),압출2호-95T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC490,압출스치로폴(자재),압출2호-100T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC500,압출스치로폴(자재),압출2호-105T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC510,압출스치로폴(자재),압출2호-110T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC520,압출스치로폴(자재),압출2호-115T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC530,압출스치로폴(자재),압출2호-120T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC610,압출스치로폴(자재),압출특호-10T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC620,압출스치로폴(자재),압출특호-15T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC630,압출스치로폴(자재),압출특호-20T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC640,압출스치로폴(자재),압출특호-25T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC650,압출스치로폴(자재),압출특호-30T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC660,압출스치로폴(자재),압출특호-35T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC670,압출스치로폴(자재),압출특호-40T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC680,압출스치로폴(자재),압출특호-45T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC690,압출스치로폴(자재),압출특호-50T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC700,압출스치로폴(자재),압출특호-55T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC710,압출스치로폴(자재),압출특호-60T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC720,압출스치로폴(자재),압출특호-65T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC730,압출스치로폴(자재),압출특호-70T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC740,압출스치로폴(자재),압출특호-75T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC750,압출스치로폴(자재),압출특호-80T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC760,압출스치로폴(자재),압출특호-85T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC770,압출스치로폴(자재),압출특호-90T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC780,압출스치로폴(자재),압출특호-95T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC790,압출스치로폴(자재),압출특호-100T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC800,압출스치로폴(자재),압출특호-105T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC810,압출스치로폴(자재),압출특호-110T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC820,압출스치로폴(자재),압출특호-115T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAC830,압출스치로폴(자재),압출특호-120T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAD010,압출스치로폴(자재),압출1호-10T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD020,압출스치로폴(자재),압출1호-15T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD030,압출스치로폴(자재),압출1호-20T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD040,압출스치로폴(자재),압출1호-25T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD050,압출스치로폴(자재),압출1호-30T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD060,압출스치로폴(자재),압출1호-35T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD070,압출스치로폴(자재),압출1호-40T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD080,압출스치로폴(자재),압출1호-45T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD090,압출스치로폴(자재),압출1호-50T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD100,압출스치로폴(자재),압출1호-55T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD110,압출스치로폴(자재),압출1호-60T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD120,압출스치로폴(자재),압출1호-65T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD130,압출스치로폴(자재),압출1호-70T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD140,압출스치로폴(자재),압출1호-75T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD150,압출스치로폴(자재),압출1호-80T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD160,압출스치로폴(자재),압출1호-85T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD170,압출스치로폴(자재),압출1호-90T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD180,압출스치로폴(자재),압출1호-95T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD190,압출스치로폴(자재),압출1호-100T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD200,압출스치로폴(자재),압출1호-105T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD210,압출스치로폴(자재),압출1호-110T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD220,압출스치로폴(자재),압출1호-115T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD230,압출스치로폴(자재),압출1호-120T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD310,압출스치로폴(자재),압출2호-10T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD320,압출스치로폴(자재),압출2호-15T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD330,압출스치로폴(자재),압출2호-20T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD340,압출스치로폴(자재),압출2호-25T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD350,압출스치로폴(자재),압출2호-30T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD360,압출스치로폴(자재),압출2호-35T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD370,압출스치로폴(자재),압출2호-40T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD380,압출스치로폴(자재),압출2호-45T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD390,압출스치로폴(자재),압출2호-50T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD400,압출스치로폴(자재),압출2호-55T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD410,압출스치로폴(자재),압출2호-60T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD420,압출스치로폴(자재),압출2호-65T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD430,압출스치로폴(자재),압출2호-70T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD440,압출스치로폴(자재),압출2호-75T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD450,압출스치로폴(자재),압출2호-80T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD460,압출스치로폴(자재),압출2호-85T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD470,압출스치로폴(자재),압출2호-90T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD480,압출스치로폴(자재),압출2호-95T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD490,압출스치로폴(자재),압출2호-100T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD500,압출스치로폴(자재),압출2호-105T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD510,압출스치로폴(자재),압출2호-110T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD520,압출스치로폴(자재),압출2호-115T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD530,압출스치로폴(자재),압출2호-120T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD610,압출스치로폴(자재),압출특호-10T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD620,압출스치로폴(자재),압출특호-15T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD630,압출스치로폴(자재),압출특호-20T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD640,압출스치로폴(자재),압출특호-25T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD650,압출스치로폴(자재),압출특호-30T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD660,압출스치로폴(자재),압출특호-35T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD670,압출스치로폴(자재),압출특호-40T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD680,압출스치로폴(자재),압출특호-45T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD690,압출스치로폴(자재),압출특호-50T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD700,압출스치로폴(자재),압출특호-55T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD710,압출스치로폴(자재),압출특호-60T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD720,압출스치로폴(자재),압출특호-65T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD730,압출스치로폴(자재),압출특호-70T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD740,압출스치로폴(자재),압출특호-75T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD750,압출스치로폴(자재),압출특호-80T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD760,압출스치로폴(자재),압출특호-85T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD770,압출스치로폴(자재),압출특호-90T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD780,압출스치로폴(자재),압출특호-95T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD790,압출스치로폴(자재),압출특호-100T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD800,압출스치로폴(자재),압출특호-105T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD810,압출스치로폴(자재),압출특호-110T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD820,압출스치로폴(자재),압출특호-115T-바닥,M2,면적,,,,,,,,
수장공사,3JEAD830,압출스치로폴(자재),압출특호-120T-바닥,M2,면적,,,,,,,,
수장공사,3JEAE010,압출스치로폴(자재),압출1호-10T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE020,압출스치로폴(자재),압출1호-15T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE030,압출스치로폴(자재),압출1호-20T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE040,압출스치로폴(자재),압출1호-25T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE050,압출스치로폴(자재),압출1호-30T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE060,압출스치로폴(자재),압출1호-35T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE070,압출스치로폴(자재),압출1호-40T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE080,압출스치로폴(자재),압출1호-45T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE090,압출스치로폴(자재),압출1호-50T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE100,압출스치로폴(자재),압출1호-55T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE110,압출스치로폴(자재),압출1호-60T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE120,압출스치로폴(자재),압출1호-65T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE130,압출스치로폴(자재),압출1호-70T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE140,압출스치로폴(자재),압출1호-75T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE150,압출스치로폴(자재),압출1호-80T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE160,압출스치로폴(자재),압출1호-85T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE170,압출스치로폴(자재),압출1호-90T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE180,압출스치로폴(자재),압출1호-95T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE190,압출스치로폴(자재),압출1호-100T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE200,압출스치로폴(자재),압출1호-105T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE210,압출스치로폴(자재),압출1호-110T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE220,압출스치로폴(자재),압출1호-115T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE230,압출스치로폴(자재),압출1호-120T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE310,압출스치로폴(자재),압출2호-10T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE320,압출스치로폴(자재),압출2호-15T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE330,압출스치로폴(자재),압출2호-20T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE340,압출스치로폴(자재),압출2호-25T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE350,압출스치로폴(자재),압출2호-30T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE360,압출스치로폴(자재),압출2호-35T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE370,압출스치로폴(자재),압출2호-40T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE380,압출스치로폴(자재),압출2호-45T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE390,압출스치로폴(자재),압출2호-50T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE400,압출스치로폴(자재),압출2호-55T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE410,압출스치로폴(자재),압출2호-60T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE420,압출스치로폴(자재),압출2호-65T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE430,압출스치로폴(자재),압출2호-70T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE440,압출스치로폴(자재),압출2호-75T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE450,압출스치로폴(자재),압출2호-80T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE460,압출스치로폴(자재),압출2호-85T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE470,압출스치로폴(자재),압출2호-90T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE480,압출스치로폴(자재),압출2호-95T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE490,압출스치로폴(자재),압출2호-100T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE500,압출스치로폴(자재),압출2호-105T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE510,압출스치로폴(자재),압출2호-110T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE520,압출스치로폴(자재),압출2호-115T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE530,압출스치로폴(자재),압출2호-120T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE610,압출스치로폴(자재),압출특호-10T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE620,압출스치로폴(자재),압출특호-15T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE630,압출스치로폴(자재),압출특호-20T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE640,압출스치로폴(자재),압출특호-25T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE650,압출스치로폴(자재),압출특호-30T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE660,압출스치로폴(자재),압출특호-35T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE670,압출스치로폴(자재),압출특호-40T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE680,압출스치로폴(자재),압출특호-45T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE690,압출스치로폴(자재),압출특호-50T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE700,압출스치로폴(자재),압출특호-55T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE710,압출스치로폴(자재),압출특호-60T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE720,압출스치로폴(자재),압출특호-65T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE730,압출스치로폴(자재),압출특호-70T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE740,압출스치로폴(자재),압출특호-75T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE750,압출스치로폴(자재),압출특호-80T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE760,압출스치로폴(자재),압출특호-85T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE770,압출스치로폴(자재),압출특호-90T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE780,압출스치로폴(자재),압출특호-95T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE790,압출스치로폴(자재),압출특호-100T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE800,압출스치로폴(자재),압출특호-105T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE810,압출스치로폴(자재),압출특호-110T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE820,압출스치로폴(자재),압출특호-115T-합지판,M2,면적,,,,,,,,
수장공사,3JEAE830,압출스치로폴(자재),압출특호-120T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF010,PF보드(자재),10T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF020,PF보드(자재),15T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF030,PF보드(자재),20T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF040,PF보드(자재),25T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF050,PF보드(자재),30T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF060,PF보드(자재),35T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF070,PF보드(자재),40T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF080,PF보드(자재),45T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF090,PF보드(자재),50T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF100,PF보드(자재),55T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF110,PF보드(자재),60T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF120,PF보드(자재),65T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF130,PF보드(자재),70T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF140,PF보드(자재),75T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF150,PF보드(자재),80T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF160,PF보드(자재),85T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF170,PF보드(자재),90T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF180,PF보드(자재),95T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG310,경질우레탄(자재),2종2호-10T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG320,경질우레탄(자재),2종2호-15T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG330,경질우레탄(자재),2종2호-20T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG340,경질우레탄(자재),2종2호-25T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG350,경질우레탄(자재),2종2호-30T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG360,경질우레탄(자재),2종2호-35T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG370,경질우레탄(자재),2종2호-40T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG380,경질우레탄(자재),2종2호-45T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG390,경질우레탄(자재),2종2호-50T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG400,경질우레탄(자재),2종2호-55T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG410,경질우레탄(자재),2종2호-60T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG420,경질우레탄(자재),2종2호-65T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG430,경질우레탄(자재),2종2호-70T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG440,경질우레탄(자재),2종2호-75T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG450,경질우레탄(자재),2종2호-80T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG460,경질우레탄(자재),2종2호-85T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG470,경질우레탄(자재),2종2호-90T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG480,경질우레탄(자재),2종2호-95T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG490,경질우레탄(자재),2종2호-100T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG500,경질우레탄(자재),2종2호-105T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG510,경질우레탄(자재),2종2호-110T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG520,경질우레탄(자재),2종2호-115T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG530,경질우레탄(자재),2종2호-120T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAG540,경질우레탄(자재),2종2호-10T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG550,경질우레탄(자재),2종2호-15T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG560,경질우레탄(자재),2종2호-20T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG570,경질우레탄(자재),2종2호-25T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG580,경질우레탄(자재),2종2호-30T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG590,경질우레탄(자재),2종2호-35T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG600,경질우레탄(자재),2종2호-40T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG610,경질우레탄(자재),2종2호-45T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG620,경질우레탄(자재),2종2호-50T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG630,경질우레탄(자재),2종2호-55T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG640,경질우레탄(자재),2종2호-60T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG650,경질우레탄(자재),2종2호-65T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG660,경질우레탄(자재),2종2호-70T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG670,경질우레탄(자재),2종2호-75T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG680,경질우레탄(자재),2종2호-80T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG690,경질우레탄(자재),2종2호-85T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG700,경질우레탄(자재),2종2호-90T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG710,경질우레탄(자재),2종2호-95T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG720,경질우레탄(자재),2종2호-100T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG730,경질우레탄(자재),2종2호-105T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG740,경질우레탄(자재),2종2호-110T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG750,경질우레탄(자재),2종2호-115T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG760,경질우레탄(자재),2종2호-120T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG770,경질우레탄(자재),2종2호-10T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG780,경질우레탄(자재),2종2호-15T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG790,경질우레탄(자재),2종2호-20T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG800,경질우레탄(자재),2종2호-25T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG810,경질우레탄(자재),2종2호-30T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG820,경질우레탄(자재),2종2호-35T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG830,경질우레탄(자재),2종2호-40T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG840,경질우레탄(자재),2종2호-45T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG850,경질우레탄(자재),2종2호-50T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG860,경질우레탄(자재),2종2호-55T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG870,경질우레탄(자재),2종2호-60T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG880,경질우레탄(자재),2종2호-65T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG890,경질우레탄(자재),2종2호-70T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG900,경질우레탄(자재),2종2호-75T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG910,경질우레탄(자재),2종2호-80T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG920,경질우레탄(자재),2종2호-85T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG930,경질우레탄(자재),2종2호-90T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG940,경질우레탄(자재),2종2호-95T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG950,경질우레탄(자재),2종2호-100T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG960,경질우레탄(자재),2종2호-105T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG970,경질우레탄(자재),2종2호-110T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG980,경질우레탄(자재),2종2호-115T-합지판,M2,면적,,,,,,,,
수장공사,3JEAG990,경질우레탄(자재),2종2호-120T-합지판,M2,면적,,,,,,,,
수장공사,3JEAF190,PF보드(자재),10T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF200,PF보드(자재),15T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF210,PF보드(자재),20T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF220,PF보드(자재),25T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF230,PF보드(자재),30T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF240,PF보드(자재),35T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF250,PF보드(자재),40T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF260,PF보드(자재),45T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF270,PF보드(자재),50T-벽붙이기,M2,면적,,,,,,,,
